sno,cleaned_tweet,is_hate_speech,image_path
1011,rt getemkeeigotem hoes got several better,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\1011.png
1012,rt ayyyethatschubb mama said pussy cats inside dog house,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\1012.png
1013,rt babyyhogg ayy fag still party tonight weidie,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\1013.png
1014,rt istayradasshit bookieg wish every time day playing flappy birds httpstcomwiefkbu foreall,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\1014.png
1015,tl talkin eatin pussy u watchin soccer ur grade faggot rt killakev game crazy,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\1015.png
1016,pricelessxxx u good man long time niggah,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\1016.png
1017,osmanmasabah spitting people shows werent raised right another words bitch nigga trait victorsmith,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\1017.png
1018,rt juicccyray stblocjeremiah broke hoes always wanna argue u aint ate day u get energy rt,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\1018.png
1019,rt bdell waiting days pussy like grounded looking kids playing outside bedroom window,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\1019.png
1020,rt damonddawg peek boo bitch swag scare ya kids rt nowthatsfresh whats tygas worst bar tygabars,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\1020.png
1021,destinys child song say name insecure bitches anthem,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\1021.png
1022,ciscoallday bcarter marrying avoid paying child support win yeah lolwe dont see hoes amp thats ok,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\1022.png
1023,bgally ur faggot teammate brandonprust hits someone late like u say hes yapping yelling u guys def room,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\1023.png
1024,many grown man worryin friendzoneyall got priorities fucked nig,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\1024.png
1025,alotta people say loyal niggas bitches yall aint shiiittt someone throw dollas ya face youll snitchn,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\1025.png
1026,hoes got bodies cemetery,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\1026.png
1027,rt adao dyke get pregnant mistake gtgtgtgtgt,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\1027.png
1028,rt mrjsmart dont see point permanently ruining chance hitting pussy laughs giggles rts,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\1028.png
1029,highclasscapri whatevaittakes ohhhhh yes bitch yesssu ready,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\1029.png
1030,im obviously talking cod game queers,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\1030.png
1031,jrise ill fuck til love faggot,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\1031.png
1032,rt buckmse chava needs stay lane keep sending gyro hell dont want big boys dirt infest ass beaner,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\1032.png
1033,faggot fell asleep,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\1033.png
1034,sevensixxx oldirtyjesus great reply except trash,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\1034.png
1035,love people theres one fag goes school catch ninja star face asap,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\1035.png
1036,mlgpollute im gonna tell friend buy scuf dumb chink frail pussy,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\1036.png
1037,kength nahh whatever spook spic still dont like good day,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\1037.png
1038,kittyhello imyungjay bitch ass nigga fuck lt hoes aint got manners realtalk,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\1038.png
1039,pecanb obeymyrealness dryer bad ass eyes fag,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\1039.png
1040,slap bitch sense coming,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\1040.png
1041,rt loyalheart nigga gone nigga im sorry amp hoe gone hoe regardless,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\1041.png
1042,walked party playin nelly air force ones walked outta bitch immediately littered yard,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\1042.png
1043,act like little booshie bitch thats dont friends hoe,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\1043.png
1044,got niggas got bitches,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\1044.png
1045,imthirst shins faggot im glad chipped,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\1045.png
1046,jumosq zachkruse yep sobs got hopes couple national guys including kipermcshay mock slipping,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\1046.png
1047,rt therealkeyvone karma bitch,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\1047.png
1048,intensity bankhead bounce said know bitches cuz traveling,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\1048.png
1049,kiefferjason bitch phone stfu talking dont worry make sure show,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\1049.png
1050,chasebasford chase god damn faggot,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\1050.png
1051,nuggas obsessed homies like cant bag bitches,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\1051.png
1052,dont understand rich people dress like trash,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\1052.png
1053,fabbymichelle one bitches make money,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\1053.png
1054,rt worldstarfunny rts amp ill grab mic amp yell fuck right pussy httptcogkmmzjt,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\1054.png
1055,rt saramariewelch main nigguh since digital camera selfies thorpeemily httptcoxiqirbqmp,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\1055.png
1056,rt icyunvshakia sqquad iont got type bad bitches thing like,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\1056.png
1057,bangxbroz right pussy,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\1057.png
1058,white trash morons offended redskins team name liberalism,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\1058.png
1059,lmaoooo igiveemnathan gucci really ass hoes ill bump couple songs,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\1059.png
1060,pretty motherfucker pull bitch like,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\1060.png
1061,bring another bitch nah,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\1061.png
1062,dare colored players hockey,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\1062.png
1063,rt trpby pussy good amp u forget pull httptcotesuhr,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\1063.png
1064,rt versacegawdd yall really expect yr old nigga still rap raping hoes killing mother nah,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\1064.png
1065,fatbellybella know u didnt hit jigga fav purse solangeknowlesno chill,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\1065.png
1066,rt defendwallst wow rt sleepinggiant whatever fuck assholes theyre niggers look alike,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\1066.png
1067,beautifulkeezy hoes playing w like wont send baby cain niggah yesss messy,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\1067.png
1068,aint bitch lil bitch bitchin,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\1068.png
1069,yall bitches dress alike wassup wit,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\1069.png
1070,djfeds suck dick tacos el negro better,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\1070.png
1071,garcialaura virgiliolla heartbroken tx inniz ho lmao haha naw chill one laughing vdawg,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\1071.png
1072,rt yungtweetgod bitches give pussy whole community wont give nigga piece gum,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\1072.png
1073,snoleezey uceina single cuz hoes left good ones taken lmaoltany female tl thats singleyou snobop,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\1073.png
1074,notjohnross try respectful instead acting like fucking retard,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\1074.png
1075,penn state tryna slant screen way field lol,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\1075.png
1076,omg frannyhilison pattiemallette ugly faggot bad mother kill like robin williams,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\1076.png
1077,adrianmayer fucking pussy josephnoonan,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\1077.png
1078,rt tooracist black guy school asked colored printers library man use printer,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\1078.png
1079,word rt jrwrz thotcho beat fucking faggots pls,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\1079.png
1080,rt johnikno niggas talk bitches days outdoorpoolparty today httptcoeikjofmg,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\1080.png
1081,swear ion see broke niccas still gettin pussy smh,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\1081.png
1082,carol gonna george lenny bitch,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\1082.png
1083,rt ibeyjbieb bodycxunt tuscanjustins youre nigger go pick cotton,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\1083.png
1084,fucking faggot,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\1084.png
1085,omggggg nigga said jerry black bitch,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\1085.png
1086,free patterns adorable crochet borders butterfly ladybug flower bumblebee hat edging trim httptcofotjbqwyeg,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\1086.png
1087,rt rockprincess go fight idf progressive trash hate much dont guts istandwithisr,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\1087.png
1088,countin hoes nigga thats knows nigga,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\1088.png
1089,rt ivansplash u call bitch said acting like one called one nigga shut bitch,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\1089.png
1090,iggy azaelia one hit wonder bad bitch,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\1090.png
1091,refuse raise child bitch ass country,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\1091.png
1092,rt jazzyluvvsyou chantel isnt side hoe bc apparently shes lesbian im done life months hating reason,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\1092.png
1093,rt iowahawkblog love cripples look fucking cripples goddamit im people person httpstcoxclaxpmlx,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\1093.png
1094,iggyazalea joke fugly bitch happy uncle snoop even acknowledged nasty ass lmao,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\1094.png
1095,bitch treat turtle like,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\1095.png
1096,rt ericxmorrison burn forever bitch,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\1096.png
1097,bitches tambout party bitch everybody party,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\1097.png
1098,halawa sick muzzie trash jewjitsugrl joedouglas darknight blackorchidm httptcokqrmhszmpj,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\1098.png
1099,dont onslaught vinyl may get one new lp available army green coloured vinyl,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\1099.png
1100,rt mattchew ex told wanted get gift would take breath away got bitch treadmill,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\1100.png
1101,stress stress go away come never fucking bitch,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\1101.png
1102,shoot dat nigga n shordy bitch,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\1102.png
1103,jonnnycashh pussy,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\1103.png
1104,dezzzybo lol nigga real retard,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\1104.png
1105,ronron song hoe,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\1105.png
1106,rt itsclaribelyo swag fags hibernating great america christmas park closed,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\1106.png
1107,summerdawn nudesaremylife omfg thats mine faggot,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\1107.png
1108,rt missbre shes hurt nigga crushing fucking bottle girl hoes,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\1108.png
1109,gstatus vikkifusco flyersfan youre still bitch,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\1109.png
1110,want punch throat get order wrong stupid bitch sonic,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\1110.png
1111,rt yungbabydad randallsomia theyre fucking two years old acting like wont mind tagged bitch violate,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\1111.png
1112,niggas say like latinas dont mean fat bitches smell like fajitas,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\1112.png
1113,rt niggahyfenasian tat fucking name let em know love boy wassup wonder many bitches made mistake year,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\1113.png
1114,braxxxedelic fight shit say youre free lunch must game fucked cause youre colored like rest,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\1114.png
1115,rt mynameisarii boats hoes,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\1115.png
1116,aye lot niggas cant fuck bad bitch unless get drunk smh preach,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\1116.png
1117,rt toddknife full weakenednachos set except last song southern darkness fest last month whos ape guitar httpstc,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\1117.png
1118,nigga tannehill trash lmao dolphins trash,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\1118.png
1119,valeriaaa nigger,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\1119.png
1120,rt charleslacross gator needs gat punk ass bitch,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\1120.png
1121,got hoes sell shop lmfao trekgang httptcoiucmoevy,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\1121.png
1122,walk house knock door blow ass drop drop bitch got sawed,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\1122.png
1123,turn hoe house wife bet,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\1123.png
1124,soundtracktoky hoe ass niggas aint get nobody free agency,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\1124.png
1125,jimmymciver jerrilyn docw like fat chicks need love guess jeffrey dommer type would sloppy ho,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\1125.png
1126,checha gone nigguh,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\1126.png
1127,rt souljaboy kmichelle crank shitty pussy yuuuuuuuuuaaaaaaa,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\1127.png
1128,lot niggas turned bitches sketch ass bitches,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\1128.png
1129,seperate niggas dont trust niggas aint starve wit bitches didnt fuc,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\1129.png
1130,rt worley enough mind fuck pass fucking nachos cunt,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\1130.png
1131,rt isalopez dlo youre still faggot,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\1131.png
1132,rt bbcwhorship boredrappers httptcozficqysdy want filled hot nigger seed,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\1132.png
1133,rt danielllex swear god guys bigger bitches girls,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\1133.png
1134,dis niga da gas station trippin tol bitch bitch dnt wana ride wit niga n caddy ons trued bitch jus shut fck lol,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\1134.png
1135,like keke say real niggas got heart take real bitch show,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\1135.png
1136,derekkirchner torimills fags,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\1136.png
1137,joe budden always flexin average twitter niggas wit pool parties n bitches nigga cant compete wit otha rap niggas,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\1137.png
1138,early bullshit fuck yall hoes lmfao,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\1138.png
1139,bitch corn fed,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\1139.png
1140,rt prayingforgems timeline boring hoes right probably getting fucked planning,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\1140.png
1141,rt thebloodshow hoes wearin flowers around head hope bee sting ass,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\1141.png
1142,notevanlarkin hope love dat bitch,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\1142.png
1143,lonely hoes,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\1143.png
1144,miss jihadist bitches crosshairs ahhh good ol days,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\1144.png
1145,im glad hoes aint momma,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\1145.png
1146,rt emotionalswag go die hole bitches,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\1146.png
1147,rt robisrandomaf bitch came club broken neck bitch serious httpstcodbpfhpjx,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\1147.png
1148,errybody dis bitch getting tips whispers errybody dis bitch getting tipsy,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\1148.png
1149,ygjohnston always white bitch something op lol like give zero fucks comes dick,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\1149.png
1150,rt weightiifters rows hoes curls girls planks skanks deep cuts sluts quads broads pecs n,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\1150.png
1151,prettyxeyes fyi httptcorjuotbgq favorite type bitches,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\1151.png
1152,rt badgalzolanski retweet ur dick choke bitch,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\1152.png
1153,rt wleerpcv chinese social media feed total hysteria onset bird flu amp recent dead pigs river shang,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\1153.png
1154,whitethunduh stfu dont get pussy fuck boy,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\1154.png
1155,one calls pussy injuries,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\1155.png
1156,rt tevgonzalez win lose long get aint bitch,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\1156.png
1157,rem supahfienmode bitch ass jorge haha aint work nigga,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\1157.png
1158,pornandroidiphoneipadsexxxx closeup cumshot beauty pussy closeup httptcouonsdrauv,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\1158.png
1159,hate hoes,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\1159.png
1160,got bitches dick aint yet nigga,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\1160.png
1161,tiffnasty niggas didnt desrve bitch first place,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\1161.png
1162,rt ranae bitches could never nae let tell love nae,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\1162.png
1163,rt iamniarich nigga screamed like lil bitch lol httpstcobqbndpxdv,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\1163.png
1164,rt imjustvee ever wanna text somebody like bitch die hope dont wake low dirty muthafxcka,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\1164.png
1165,rt feelinmarvelous niggas want virgin porn star bitches want dangerous safe nigga,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\1165.png
1166,rt killallsimps ariana grande built like year old chinese boy bitch shaped like iphone gs niggas go crazy,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\1166.png
1167,eze ill come rape wife bitch boy,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\1167.png
1168,mahh stfu white trash,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\1168.png
1169,lmfaoooooo gay fuck rt pubesonfleek get two faggots tl httptcookummsjeyi,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\1169.png
1170,appleciderpapi ogbeard godievel nah u fag,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\1170.png
1171,idkconstancio im trash,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\1171.png
1172,hbmostdope jayee pipinhoes used send bitch,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\1172.png
1173,bitches judging like experience life billion dollar club im highly favor amp pretty damn well,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\1173.png
1174,wack dick started messing white hoes stuck around amp let young goon practice em,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\1174.png
1175,lmfao watching brokeback mountain taylor cuz weve never seen aha queers mckinley,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\1175.png
1176,let hoes hoes thats know,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\1176.png
1177,like yankees toinight httptcojrhambu,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\1177.png
1178,rt awhooker contrary belief us queers dont go around looking things offended cisheteros say darne,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\1178.png
1179,realniggasherm bitch,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\1179.png
1180,social media post rival social media app shall never let word edited appear next facebook status double read bitch,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\1180.png
1181,tinypinkisboss cant stand playin ass niggabitch,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\1181.png
1182,scrolling fb hoe says need man cuddle cold bitch nobody wanna touch ratchet ass,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\1182.png
1183,hate twitter bunch sexy bitches cant,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\1183.png
1184,rt chlldhoodruiner else hated bitch nigga httptcojwgmvyet,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\1184.png
1185,sweetheart honestly bitch specialty,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\1185.png
1186,rt omgitsbabyjoe fucked bitch hunned times fuck bitch got mind fuckin dick,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\1186.png
1187,take someone ghetto cant take ghetto,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\1187.png
1188,rt superir daddy told date man soft hands lol either doesnt hard labor hes faggot,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\1188.png
1189,rt tommyreainigga yall dudes favorite faggot smh,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\1189.png
1190,rt fucktravonn tropicalkyle wendella one time blind bitch watching movie,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\1190.png
1191,rt phishlicia ocho approaching bitches,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\1191.png
1192,hate assigned seats sit annoying bitches whole class,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\1192.png
1193,rt doprettyshiz bitch blew high high drugs,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\1193.png
1194,hoe gonna hoe regardless,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\1194.png
1195,rt jerrilyn historygoon hey dicklicker says im happily divorced bitter homophobic im scared queersi hate em fudg,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\1195.png
1196,passed dem niccas yrs ago fr,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\1196.png
1197,rt xndseanx youre going bitch come show bands dropped moshing room,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\1197.png
1198,rt jaytee armanibliss ghetto jeopardy shit wack,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\1198.png
1199,betteraretulips jose ur mean said ily stfu hoe,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\1199.png
1200,rt clintswiftness hate bees man like buzz buzz bitch im like nah man aint done shit,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\1200.png
1201,movie abouttime hard ass chick flick nigga goes back time quick n fucks bitch n lol,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\1201.png
1202,nigga paybacks bitch bitch livin debt,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\1202.png
1203,rt stevstiffler choke cactus bitch,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\1203.png
1204,early dat good dope wit niccas,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\1204.png
1205,whochrisjones whyyousoshort bitch nigga come im knodell vandyke n french rd fuck boy den talk dat shit,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\1205.png
1206,rt hanginwitcoop rt pesopesopeso wtf bitch broke arm eery time hit shit httpstcoctlwenjx,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\1206.png
1207,arbogucci guys supposed get ass sucked queer,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\1207.png
1208,iamken youll make team niggas trash lol,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\1208.png
1209,em said im straight grizzly would buy gay ass teddy bear bitch youre already bipolar httptcofqquxtxhbo,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\1209.png
1210,croquettes hoes,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\1210.png
1211,pills jus weed kill dat pussy night damn right sho u right,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\1211.png
1212,rt mjxcx teachers trying pronounce ghetto names st day school httpstcocjuavlct,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\1212.png
1213,rt devontoppin fuck bitch never loved thot,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\1213.png
1214,fucking pussy bruh lol,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\1214.png
1215,jaygorgeous need beaniesjust ordered two true religion ones lol,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\1215.png
1216,hit bitch reality check bitches love reality checks,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\1216.png
1217,baseball w voxpulchra birthday reason lol yankee stadium yelp httptcohifdczwqy,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\1217.png
1218,rt duragseva bulls still winning title bland ass offense pau still pussy darkskin niggas starting line u,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\1218.png
1219,rt chlldhoodruiner taking trash night httptcouhxtogpjz,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\1219.png
1220,maricelabela stop bitchy bitch,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\1220.png
1221,bad bitches man want,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\1221.png
1222,lmaooooo rt sirasshole sit ghetto girls seat lunch httpstcohaslmbdzj,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\1222.png
1223,tharris working route running catching youll good wr grier fun white trash racist uf fans fsu,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\1223.png
1224,fat dykes make want vomit,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\1224.png
1225,yankees damn directtv blackout yankee game freaking walk youre killing satellite douche,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\1225.png
1226,wichardfella warrenholstein mentallity flaming fag serious mental issue,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\1226.png
1227,yes rt merky rt huffposttaste buy new caramel apple flavor oreos httptcokzupynzf httptcoamuzatglx,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\1227.png
1228,realpimpinken pimpinkendotnet sell bitch pussy til drip drop wet vet pet hey bitch,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\1228.png
1229,teenagesleuth got except eric holder gave beaners kill americans guess race blind,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\1229.png
1230,rt lonz hoe always hoe,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\1230.png
1231,live twobite brownies,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\1231.png
1232,rt linnykravtiz mona lisa couldve bad bitch httptcodjodvdap,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\1232.png
1233,laceeybugg atleast wipe ass trashy bitch,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\1233.png
1234,know woods kofi big e forming rtruth like aint bitch frohorsemen,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\1234.png
1235,started bitch,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\1235.png
1236,flappy bird suck dick lick balls swag,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\1236.png
1237,rt dregambiino niggas like got hoes flo httptcoswfpgrbliv,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\1237.png
